*******************************************************************************
Ephemeris / WWW_USER Tue Feb 19 21:46:06 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: New Horizons (spacecraft) (-98) {source: NH_merged}
Center body name: Earth (399)                     {source: NH_merged}
Center-site name: Green Bank (GBT)
*******************************************************************************
Start time      : A.D. 2019-Feb-20 19:15:00.0000 UT      
Stop  time      : A.D. 2019-Feb-21 07:15:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 280.160200,38.4330940,0.8760930 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 280.160200,5003.37558,3943.7589 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Pluto
Vis. interferer : MOON (R_eq= 1737.400) km        {source: NH_merged}
Rel. light bend : Sun, EARTH                      {source: NH_merged}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.190218.p190512                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2019-FEB-18. PREDICTS-> 2019-MAY-11
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************************************************
 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC dRA*cosD d(DEC)/dt            delta      deldot    S-O-T /r    S-T-O
*******************************************************************************************************************
$$SOE
 2019-Feb-21 03:18  m  19 13 18.57 -20 25 50.8 2.586085  0.406403 44.3836248689706  -6.9867956  44.8180 /L   0.9103
 2019-Feb-21 03:19  m  19 13 18.57 -20 25 50.8 2.586020  0.406339 44.3836220665266  -6.9885119  44.8187 /L   0.9103
 2019-Feb-21 03:20  m  19 13 18.57 -20 25 50.8 2.585955  0.406276 44.3836192633946  -6.9902268  44.8194 /L   0.9103
 2019-Feb-21 03:21  m  19 13 18.58 -20 25 50.8 2.585888  0.406213 44.3836164595751  -6.9919404  44.8201 /L   0.9103
 2019-Feb-21 03:22  m  19 13 18.58 -20 25 50.8 2.585821  0.406150 44.3836136550686  -6.9936525  44.8208 /L   0.9103
 2019-Feb-21 03:23  m  19 13 18.58 -20 25 50.8 2.585753  0.406087 44.3836108498758  -6.9953631  44.8215 /L   0.9104
 2019-Feb-21 03:24  m  19 13 18.59 -20 25 50.8 2.585684  0.406024 44.3836080439972  -6.9970723  44.8222 /L   0.9104
 2019-Feb-21 03:25  m  19 13 18.59 -20 25 50.8 2.585614  0.405961 44.3836052374335  -6.9987799  44.8229 /L   0.9104
 2019-Feb-21 03:26  m  19 13 18.59 -20 25 50.8 2.585544  0.405898 44.3836024301851  -7.0004860  44.8236 /L   0.9104
 2019-Feb-21 03:27  m  19 13 18.60 -20 25 50.8 2.585473  0.405835 44.3835996222529  -7.0021906  44.8242 /L   0.9104
 2019-Feb-21 03:28  m  19 13 18.60 -20 25 50.7 2.585401  0.405772 44.3835968136373  -7.0038935  44.8249 /L   0.9104
 2019-Feb-21 03:29  m  19 13 18.60 -20 25 50.7 2.585329  0.405710 44.3835940043391  -7.0055949  44.8256 /L   0.9104
 2019-Feb-21 03:30  m  19 13 18.61 -20 25 50.7 2.585255  0.405647 44.3835911943589  -7.0072946  44.8263 /L   0.9104
 2019-Feb-21 03:31  m  19 13 18.61 -20 25 50.7 2.585181  0.405585 44.3835883836974  -7.0089926  44.8270 /L   0.9104
 2019-Feb-21 03:32  m  19 13 18.61 -20 25 50.7 2.585106  0.405522 44.3835855723552  -7.0106889  44.8277 /L   0.9105
 2019-Feb-21 03:33  m  19 13 18.61 -20 25 50.7 2.585031  0.405460 44.3835827603330  -7.0123834  44.8284 /L   0.9105
 2019-Feb-21 03:34  m  19 13 18.62 -20 25 50.7 2.584954  0.405397 44.3835799476316  -7.0140763  44.8291 /L   0.9105
 2019-Feb-21 03:35  m  19 13 18.62 -20 25 50.7 2.584877  0.405335 44.3835771342516  -7.0157673  44.8298 /L   0.9105
 2019-Feb-21 03:36  m  19 13 18.62 -20 25 50.7 2.584799  0.405273 44.3835743201937  -7.0174565  44.8305 /L   0.9105
 2019-Feb-21 03:37  m  19 13 18.63 -20 25 50.7 2.584721  0.405211 44.3835715054588  -7.0191438  44.8312 /L   0.9105
 2019-Feb-21 03:38  m  19 13 18.63 -20 25 50.7 2.584641  0.405149 44.3835686900475  -7.0208293  44.8319 /L   0.9105
 2019-Feb-21 03:39  m  19 13 18.63 -20 25 50.7 2.584561  0.405087 44.3835658739607  -7.0225129  44.8326 /L   0.9105
 2019-Feb-21 03:40  m  19 13 18.64 -20 25 50.7 2.584480  0.405025 44.3835630571990  -7.0241946  44.8333 /L   0.9105
 2019-Feb-21 03:41  m  19 13 18.64 -20 25 50.7 2.584399  0.404963 44.3835602397632  -7.0258743  44.8340 /L   0.9106
 2019-Feb-21 03:42  m  19 13 18.64 -20 25 50.7 2.584316  0.404902 44.3835574216542  -7.0275521  44.8347 /L   0.9106
 2019-Feb-21 03:43  m  19 13 18.65 -20 25 50.6 2.584233  0.404840 44.3835546028727  -7.0292278  44.8353 /L   0.9106
 2019-Feb-21 03:44  m  19 13 18.65 -20 25 50.6 2.584150  0.404778 44.3835517834195  -7.0309015  44.8360 /L   0.9106
 2019-Feb-21 03:45  m  19 13 18.65 -20 25 50.6 2.584065  0.404717 44.3835489632955  -7.0325731  44.8367 /L   0.9106
 2019-Feb-21 03:46  m  19 13 18.65 -20 25 50.6 2.583980  0.404656 44.3835461425015  -7.0342427  44.8374 /L   0.9106
 2019-Feb-21 03:47  m  19 13 18.66 -20 25 50.6 2.583894  0.404594 44.3835433210384  -7.0359101  44.8381 /L   0.9106
 2019-Feb-21 03:48  m  19 13 18.66 -20 25 50.6 2.583807  0.404533 44.3835404989069  -7.0375754  44.8388 /L   0.9106
 2019-Feb-21 03:49  m  19 13 18.66 -20 25 50.6 2.583719  0.404472 44.3835376761080  -7.0392385  44.8395 /L   0.9106
 2019-Feb-21 03:50  m  19 13 18.67 -20 25 50.6 2.583631  0.404411 44.3835348526426  -7.0408995  44.8402 /L   0.9107
 2019-Feb-21 03:51  m  19 13 18.67 -20 25 50.6 2.583542  0.404350 44.3835320285114  -7.0425582  44.8409 /L   0.9107
 2019-Feb-21 03:52  m  19 13 18.67 -20 25 50.6 2.583452  0.404289 44.3835292037155  -7.0442146  44.8416 /L   0.9107
 2019-Feb-21 03:53  m  19 13 18.68 -20 25 50.6 2.583362  0.404229 44.3835263782557  -7.0458688  44.8423 /L   0.9107
 2019-Feb-21 03:54  m  19 13 18.68 -20 25 50.6 2.583271  0.404168 44.3835235521329  -7.0475207  44.8430 /L   0.9107
 2019-Feb-21 03:55  m  19 13 18.68 -20 25 50.6 2.583179  0.404108 44.3835207253481  -7.0491702  44.8437 /L   0.9107
 2019-Feb-21 03:56  m  19 13 18.69 -20 25 50.6 2.583086  0.404047 44.3835178979023  -7.0508174  44.8444 /L   0.9107
 2019-Feb-21 03:57  m  19 13 18.69 -20 25 50.6 2.582993  0.403987 44.3835150697962  -7.0524622  44.8451 /L   0.9107
 2019-Feb-21 03:58  m  19 13 18.69 -20 25 50.5 2.582899  0.403927 44.3835122410311  -7.0541046  44.8458 /L   0.9107
 2019-Feb-21 03:59  m  19 13 18.69 -20 25 50.5 2.582804  0.403867 44.3835094116077  -7.0557445  44.8465 /L   0.9108
 2019-Feb-21 04:00  m  19 13 18.70 -20 25 50.5 2.582708  0.403807 44.3835065815271  -7.0573820  44.8471 /L   0.9108
 2019-Feb-21 04:01  m  19 13 18.70 -20 25 50.5 2.582612  0.403747 44.3835037507903  -7.0590170  44.8478 /L   0.9108
 2019-Feb-21 04:02  m  19 13 18.70 -20 25 50.5 2.582515  0.403687 44.3835009193982  -7.0606495  44.8485 /L   0.9108
 2019-Feb-21 04:03  m  19 13 18.71 -20 25 50.5 2.582417  0.403627 44.3834980873520  -7.0622794  44.8492 /L   0.9108
 2019-Feb-21 04:04  m  19 13 18.71 -20 25 50.5 2.582319  0.403567 44.3834952546525  -7.0639067  44.8499 /L   0.9108
 2019-Feb-21 04:05  m  19 13 18.71 -20 25 50.5 2.582220  0.403508 44.3834924213010  -7.0655315  44.8506 /L   0.9108
 2019-Feb-21 04:06  m  19 13 18.72 -20 25 50.5 2.582120  0.403449 44.3834895872983  -7.0671536  44.8513 /L   0.9108
 2019-Feb-21 04:07  m  19 13 18.72 -20 25 50.5 2.582019  0.403389 44.3834867526456  -7.0687731  44.8520 /L   0.9109
 2019-Feb-21 04:08  m  19 13 18.72 -20 25 50.5 2.581918  0.403330 44.3834839173439  -7.0703900  44.8527 /L   0.9109
 2019-Feb-21 04:09  m  19 13 18.72 -20 25 50.5 2.581816  0.403271 44.3834810813943  -7.0720041  44.8534 /L   0.9109
 2019-Feb-21 04:10  m  19 13 18.73 -20 25 50.5 2.581713  0.403212 44.3834782447979  -7.0736155  44.8541 /L   0.9109
 2019-Feb-21 04:11  m  19 13 18.73 -20 25 50.5 2.581610  0.403153 44.3834754075558  -7.0752241  44.8548 /L   0.9109
 2019-Feb-21 04:12  m  19 13 18.73 -20 25 50.5 2.581505  0.403095 44.3834725696691  -7.0768300  44.8555 /L   0.9109
 2019-Feb-21 04:13  m  19 13 18.74 -20 25 50.4 2.581401  0.403036 44.3834697311390  -7.0784330  44.8562 /L   0.9109
 2019-Feb-21 04:14  m  19 13 18.74 -20 25 50.4 2.581295  0.402978 44.3834668919664  -7.0800332  44.8569 /L   0.9109
 2019-Feb-21 04:15  m  19 13 18.74 -20 25 50.4 2.581189  0.402919 44.3834640521527  -7.0816306  44.8576 /L   0.9109
 2019-Feb-21 04:16  m  19 13 18.75 -20 25 50.4 2.581082  0.402861 44.3834612116990  -7.0832251  44.8583 /L   0.9110
 2019-Feb-21 04:17  m  19 13 18.75 -20 25 50.4 2.580974  0.402803 44.3834583706063  -7.0848167  44.8589 /L   0.9110
 2019-Feb-21 04:18  m  19 13 18.75 -20 25 50.4 2.580866  0.402745 44.3834555288759  -7.0864053  44.8596 /L   0.9110
 2019-Feb-21 04:19  m  19 13 18.76 -20 25 50.4 2.580757  0.402687 44.3834526865089  -7.0879910  44.8603 /L   0.9110
 2019-Feb-21 04:20  m  19 13 18.76 -20 25 50.4 2.580647  0.402629 44.3834498435067  -7.0895737  44.8610 /L   0.9110
 2019-Feb-21 04:21  m  19 13 18.76 -20 25 50.4 2.580537  0.402572 44.3834469998702  -7.0911534  44.8617 /L   0.9110
 2019-Feb-21 04:22  m  19 13 18.76 -20 25 50.4 2.580425  0.402514 44.3834441556009  -7.0927300  44.8624 /L   0.9110
 2019-Feb-21 04:23  m  19 13 18.77 -20 25 50.4 2.580314  0.402457 44.3834413106998  -7.0943036  44.8631 /L   0.9110
 2019-Feb-21 04:24  m  19 13 18.77 -20 25 50.4 2.580201  0.402400 44.3834384651682  -7.0958741  44.8638 /L   0.9110
 2019-Feb-21 04:25  m  19 13 18.77 -20 25 50.4 2.580088  0.402343 44.3834356190074  -7.0974415  44.8645 /L   0.9111
 2019-Feb-21 04:26  m  19 13 18.78 -20 25 50.4 2.579974  0.402286 44.3834327722186  -7.0990057  44.8652 /L   0.9111
 2019-Feb-21 04:27  m  19 13 18.78 -20 25 50.4 2.579859  0.402229 44.3834299248031  -7.1005668  44.8659 /L   0.9111
 2019-Feb-21 04:28  m  19 13 18.78 -20 25 50.3 2.579744  0.402172 44.3834270767622  -7.1021247  44.8666 /L   0.9111
 2019-Feb-21 04:29  m  19 13 18.79 -20 25 50.3 2.579628  0.402115 44.3834242280970  -7.1036794  44.8673 /L   0.9111
 2019-Feb-21 04:30  m  19 13 18.79 -20 25 50.3 2.579512  0.402059 44.3834213788090  -7.1052309  44.8680 /L   0.9111
 2019-Feb-21 04:31  m  19 13 18.79 -20 25 50.3 2.579394  0.402003 44.3834185288995  -7.1067791  44.8687 /L   0.9111
 2019-Feb-21 04:32  m  19 13 18.80 -20 25 50.3 2.579276  0.401946 44.3834156783697  -7.1083240  44.8694 /L   0.9111
 2019-Feb-21 04:33  m  19 13 18.80 -20 25 50.3 2.579158  0.401890 44.3834128272210  -7.1098656  44.8701 /L   0.9111
 2019-Feb-21 04:34  m  19 13 18.80 -20 25 50.3 2.579038  0.401835 44.3834099754546  -7.1114038  44.8707 /L   0.9112
 2019-Feb-21 04:35  m  19 13 18.80 -20 25 50.3 2.578918  0.401779 44.3834071230720  -7.1129387  44.8714 /L   0.9112
 2019-Feb-21 04:36  m  19 13 18.81 -20 25 50.3 2.578798  0.401723 44.3834042700745  -7.1144703  44.8721 /L   0.9112
 2019-Feb-21 04:37  m  19 13 18.81 -20 25 50.3 2.578676  0.401668 44.3834014164635  -7.1159984  44.8728 /L   0.9112
 2019-Feb-21 04:38  m  19 13 18.81 -20 25 50.3 2.578554  0.401612 44.3833985622402  -7.1175230  44.8735 /L   0.9112
 2019-Feb-21 04:39  m  19 13 18.82 -20 25 50.3 2.578432  0.401557 44.3833957074063  -7.1190442  44.8742 /L   0.9112
 2019-Feb-21 04:40  m  19 13 18.82 -20 25 50.3 2.578308  0.401502 44.3833928519628  -7.1205620  44.8749 /L   0.9112
 2019-Feb-21 04:41  m  19 13 18.82 -20 25 50.3 2.578185  0.401447 44.3833899959115  -7.1220762  44.8756 /L   0.9112
 2019-Feb-21 04:42  m  19 13 18.83 -20 25 50.3 2.578060  0.401392 44.3833871392535  -7.1235869  44.8763 /L   0.9113
 2019-Feb-21 04:43  m  19 13 18.83 -20 25 50.2 2.577935  0.401338 44.3833842819904  -7.1250940  44.8770 /L   0.9113
 2019-Feb-21 04:44  m  19 13 18.83 -20 25 50.2 2.577809  0.401283 44.3833814241235  -7.1265976  44.8777 /L   0.9113
 2019-Feb-21 04:45  m  19 13 18.84 -20 25 50.2 2.577682  0.401229 44.3833785656544  -7.1280975  44.8784 /L   0.9113
 2019-Feb-21 04:46  m  19 13 18.84 -20 25 50.2 2.577555  0.401175 44.3833757065844  -7.1295939  44.8791 /L   0.9113
 2019-Feb-21 04:47  m  19 13 18.84 -20 25 50.2 2.577427  0.401121 44.3833728469150  -7.1310865  44.8798 /L   0.9113
 2019-Feb-21 04:48  m  19 13 18.84 -20 25 50.2 2.577298  0.401067 44.3833699866477  -7.1325755  44.8805 /L   0.9113
 2019-Feb-21 04:49  m  19 13 18.85 -20 25 50.2 2.577169  0.401013 44.3833671257840  -7.1340608  44.8812 /L   0.9113
 2019-Feb-21 04:50  m  19 13 18.85 -20 25 50.2 2.577039  0.400960 44.3833642643253  -7.1355424  44.8819 /L   0.9113
 2019-Feb-21 04:51  m  19 13 18.85 -20 25 50.2 2.576909  0.400907 44.3833614022732  -7.1370203  44.8826 /L   0.9114
 2019-Feb-21 04:52  m  19 13 18.86 -20 25 50.2 2.576778  0.400853 44.3833585396292  -7.1384943  44.8832 /L   0.9114
 2019-Feb-21 04:53  m  19 13 18.86 -20 25 50.2 2.576646  0.400800 44.3833556763947  -7.1399646  44.8839 /L   0.9114
 2019-Feb-21 04:54  m  19 13 18.86 -20 25 50.2 2.576514  0.400747 44.3833528125713  -7.1414311  44.8846 /L   0.9114
 2019-Feb-21 04:55  m  19 13 18.87 -20 25 50.2 2.576381  0.400695 44.3833499481606  -7.1428937  44.8853 /L   0.9114
 2019-Feb-21 04:56  m  19 13 18.87 -20 25 50.2 2.576247  0.400642 44.3833470831641  -7.1443525  44.8860 /L   0.9114
 2019-Feb-21 04:57  m  19 13 18.87 -20 25 50.2 2.576113  0.400590 44.3833442175832  -7.1458073  44.8867 /L   0.9114
 2019-Feb-21 04:58  m  19 13 18.87 -20 25 50.1 2.575978  0.400537 44.3833413514197  -7.1472583  44.8874 /L   0.9114
 2019-Feb-21 04:59  m  19 13 18.88 -20 25 50.1 2.575842  0.400485 44.3833384846750  -7.1487053  44.8881 /L   0.9114
 2019-Feb-21 05:00  m  19 13 18.88 -20 25 50.1 2.575706  0.400433 44.3833356173508  -7.1501484  44.8888 /L   0.9115
 2019-Feb-21 05:01  m  19 13 18.88 -20 25 50.1 2.575569  0.400381 44.3833327494487  -7.1515875  44.8895 /L   0.9115
 2019-Feb-21 05:02  m  19 13 18.89 -20 25 50.1 2.575432  0.400330 44.3833298809701  -7.1530226  44.8902 /L   0.9115
 2019-Feb-21 05:03  m  19 13 18.89 -20 25 50.1 2.575294  0.400278 44.3833270119168  -7.1544537  44.8909 /L   0.9115
 2019-Feb-21 05:04  m  19 13 18.89 -20 25 50.1 2.575155  0.400227 44.3833241422904  -7.1558808  44.8916 /L   0.9115
 2019-Feb-21 05:05  m  19 13 18.90 -20 25 50.1 2.575016  0.400176 44.3833212720925  -7.1573037  44.8923 /L   0.9115
 2019-Feb-21 05:06  m  19 13 18.90 -20 25 50.1 2.574876  0.400125 44.3833184013247  -7.1587226  44.8930 /L   0.9115
 2019-Feb-21 05:07  m  19 13 18.90 -20 25 50.1 2.574736  0.400074 44.3833155299886  -7.1601374  44.8937 /L   0.9115
 2019-Feb-21 05:08  m  19 13 18.91 -20 25 50.1 2.574595  0.400024 44.3833126580860  -7.1615480  44.8944 /L   0.9115
 2019-Feb-21 05:09  m  19 13 18.91 -20 25 50.1 2.574453  0.399973 44.3833097856185  -7.1629545  44.8951 /L   0.9116
 2019-Feb-21 05:10  m  19 13 18.91 -20 25 50.1 2.574311  0.399923 44.3833069125877  -7.1643568  44.8957 /L   0.9116
 2019-Feb-21 05:11  m  19 13 18.91 -20 25 50.1 2.574168  0.399873 44.3833040389954  -7.1657549  44.8964 /L   0.9116
 2019-Feb-21 05:12  m  19 13 18.92 -20 25 50.1 2.574025  0.399823 44.3833011648432  -7.1671488  44.8971 /L   0.9116
 2019-Feb-21 05:13  m  19 13 18.92 -20 25 50.0 2.573880  0.399773 44.3832982901329  -7.1685384  44.8978 /L   0.9116
 2019-Feb-21 05:14  m  19 13 18.92 -20 25 50.0 2.573736  0.399724 44.3832954148660  -7.1699238  44.8985 /L   0.9116
 2019-Feb-21 05:15  m  19 13 18.93 -20 25 50.0 2.573591  0.399674 44.3832925390444  -7.1713049  44.8992 /L   0.9116
 2019-Feb-21 05:16  m  19 13 18.93 -20 25 50.0 2.573445  0.399625 44.3832896626698  -7.1726816  44.8999 /L   0.9116
 2019-Feb-21 05:17  m  19 13 18.93 -20 25 50.0 2.573298  0.399576 44.3832867857439  -7.1740541  44.9006 /L   0.9116
 2019-Feb-21 05:18  m  19 13 18.94 -20 25 50.0 2.573151  0.399527 44.3832839082684  -7.1754222  44.9013 /L   0.9117
 2019-Feb-21 05:19  m  19 13 18.94 -20 25 50.0 2.573004  0.399479 44.3832810302451  -7.1767859  44.9020 /L   0.9117
 2019-Feb-21 05:20  m  19 13 18.94 -20 25 50.0 2.572856  0.399430 44.3832781516758  -7.1781452  44.9027 /L   0.9117
 2019-Feb-21 05:21  m  19 13 18.95 -20 25 50.0 2.572707  0.399382 44.3832752725622  -7.1795001  44.9034 /L   0.9117
 2019-Feb-21 05:22  m  19 13 18.95 -20 25 50.0 2.572558  0.399334 44.3832723929061  -7.1808506  44.9041 /L   0.9117
 2019-Feb-21 05:23  m  19 13 18.95 -20 25 50.0 2.572408  0.399286 44.3832695127093  -7.1821966  44.9048 /L   0.9117
 2019-Feb-21 05:24  m  19 13 18.95 -20 25 50.0 2.572257  0.399238 44.3832666319735  -7.1835381  44.9055 /L   0.9117
 2019-Feb-21 05:25  m  19 13 18.96 -20 25 50.0 2.572106  0.399191 44.3832637507006  -7.1848752  44.9062 /L   0.9117
 2019-Feb-21 05:26  m  19 13 18.96 -20 25 50.0 2.571955  0.399143 44.3832608688924  -7.1862077  44.9069 /L   0.9118
 2019-Feb-21 05:27  m  19 13 18.96 -20 25 50.0 2.571803  0.399096 44.3832579865507  -7.1875357  44.9076 /L   0.9118
 2019-Feb-21 05:28  m  19 13 18.97 -20 25 50.0 2.571650  0.399049 44.3832551036773  -7.1888591  44.9082 /L   0.9118
 2019-Feb-21 05:29  m  19 13 18.97 -20 25 49.9 2.571497  0.399003 44.3832522202741  -7.1901779  44.9089 /L   0.9118
 2019-Feb-21 05:30  m  19 13 18.97 -20 25 49.9 2.571343  0.398956 44.3832493363428  -7.1914921  44.9096 /L   0.9118
 2019-Feb-21 05:31  m  19 13 18.98 -20 25 49.9 2.571188  0.398910 44.3832464518855  -7.1928017  44.9103 /L   0.9118
 2019-Feb-21 05:32  m  19 13 18.98 -20 25 49.9 2.571033  0.398863 44.3832435669038  -7.1941067  44.9110 /L   0.9118
 2019-Feb-21 05:33  m  19 13 18.98 -20 25 49.9 2.570878  0.398817 44.3832406813997  -7.1954070  44.9117 /L   0.9118
 2019-Feb-21 05:34  m  19 13 18.98 -20 25 49.9 2.570722  0.398772 44.3832377953750  -7.1967026  44.9124 /L   0.9118
 2019-Feb-21 05:35  m  19 13 18.99 -20 25 49.9 2.570565  0.398726 44.3832349088317  -7.1979935  44.9131 /L   0.9119
 2019-Feb-21 05:36  m  19 13 18.99 -20 25 49.9 2.570408  0.398680 44.3832320217715  -7.1992797  44.9138 /L   0.9119
 2019-Feb-21 05:37  m  19 13 18.99 -20 25 49.9 2.570251  0.398635 44.3832291341966  -7.2005611  44.9145 /L   0.9119
 2019-Feb-21 05:38  m  19 13 19.00 -20 25 49.9 2.570092  0.398590 44.3832262461086  -7.2018378  44.9152 /L   0.9119
 2019-Feb-21 05:39  m  19 13 19.00 -20 25 49.9 2.569934  0.398545 44.3832233575096  -7.2031097  44.9159 /L   0.9119
 2019-Feb-21 05:40  m  19 13 19.00 -20 25 49.9 2.569774  0.398501 44.3832204684014  -7.2043768  44.9166 /L   0.9119
 2019-Feb-21 05:41  m  19 13 19.01 -20 25 49.9 2.569615  0.398456 44.3832175787860  -7.2056391  44.9173 /L   0.9119
 2019-Feb-21 05:42  m  19 13 19.01 -20 25 49.9 2.569454  0.398412 44.3832146886654  -7.2068965  44.9180 /L   0.9119
 2019-Feb-21 05:43  m  19 13 19.01 -20 25 49.9 2.569294  0.398368 44.3832117980414  -7.2081491  44.9187 /L   0.9119
 2019-Feb-21 05:44  m  19 13 19.02 -20 25 49.8 2.569132  0.398324 44.3832089069160  -7.2093968  44.9194 /L   0.9120
 2019-Feb-21 05:45  m  19 13 19.02 -20 25 49.8 2.568970  0.398281 44.3832060152912  -7.2106395  44.9201 /L   0.9120
 2019-Feb-21 05:46  m  19 13 19.02 -20 25 49.8 2.568808  0.398237 44.3832031231690  -7.2118774  44.9207 /L   0.9120
 2019-Feb-21 05:47  m  19 13 19.02 -20 25 49.8 2.568645  0.398194 44.3832002305514  -7.2131104  44.9214 /L   0.9120
 2019-Feb-21 05:48  m  19 13 19.03 -20 25 49.8 2.568482  0.398151 44.3831973374402  -7.2143383  44.9221 /L   0.9120
 2019-Feb-21 05:49  m  19 13 19.03 -20 25 49.8 2.568318  0.398108 44.3831944438375  -7.2155614  44.9228 /L   0.9120
 2019-Feb-21 05:50  m  19 13 19.03 -20 25 49.8 2.568153  0.398066 44.3831915497454  -7.2167794  44.9235 /L   0.9120
 2019-Feb-21 05:51  m  19 13 19.04 -20 25 49.8 2.567988  0.398023 44.3831886551657  -7.2179924  44.9242 /L   0.9120
 2019-Feb-21 05:52  m  19 13 19.04 -20 25 49.8 2.567823  0.397981 44.3831857601006  -7.2192004  44.9249 /L   0.9121
 2019-Feb-21 05:53  m  19 13 19.04 -20 25 49.8 2.567657  0.397939 44.3831828645520  -7.2204033  44.9256 /L   0.9121
 2019-Feb-21 05:54  m  19 13 19.05 -20 25 49.8 2.567491  0.397897 44.3831799685220  -7.2216012  44.9263 /L   0.9121
 2019-Feb-21 05:55  m  19 13 19.05 -20 25 49.8 2.567324  0.397856 44.3831770720126  -7.2227940  44.9270 /L   0.9121
 2019-Feb-21 05:56  m  19 13 19.05 -20 25 49.8 2.567156  0.397814 44.3831741750258  -7.2239816  44.9277 /L   0.9121
 2019-Feb-21 05:57  m  19 13 19.05 -20 25 49.8 2.566988  0.397773 44.3831712775638  -7.2251642  44.9284 /L   0.9121
 2019-Feb-21 05:58  m  19 13 19.06 -20 25 49.8 2.566820  0.397732 44.3831683796285  -7.2263416  44.9291 /L   0.9121
 2019-Feb-21 05:59  m  19 13 19.06 -20 25 49.7 2.566651  0.397692 44.3831654812220  -7.2275139  44.9298 /L   0.9121
 2019-Feb-21 06:00  m  19 13 19.06 -20 25 49.7 2.566482  0.397651 44.3831625823464  -7.2286810  44.9305 /L   0.9121
 2019-Feb-21 06:01  m  19 13 19.07 -20 25 49.7 2.566312  0.397611 44.3831596830038  -7.2298429  44.9312 /L   0.9122
 2019-Feb-21 06:02  m  19 13 19.07 -20 25 49.7 2.566142  0.397571 44.3831567831962  -7.2309996  44.9319 /L   0.9122
 2019-Feb-21 06:03  m  19 13 19.07 -20 25 49.7 2.565971  0.397531 44.3831538829258  -7.2321511  44.9326 /L   0.9122
 2019-Feb-21 06:04  m  19 13 19.08 -20 25 49.7 2.565800  0.397492 44.3831509821946  -7.2332973  44.9332 /L   0.9122
 2019-Feb-21 06:05  m  19 13 19.08 -20 25 49.7 2.565628  0.397452 44.3831480810048  -7.2344383  44.9339 /L   0.9122
 2019-Feb-21 06:06  m  19 13 19.08 -20 25 49.7 2.565456  0.397413 44.3831451793584  -7.2355740  44.9346 /L   0.9122
 2019-Feb-21 06:07  m  19 13 19.09 -20 25 49.7 2.565283  0.397374 44.3831422772576  -7.2367044  44.9353 /L   0.9122
 2019-Feb-21 06:08  m  19 13 19.09 -20 25 49.7 2.565110  0.397335 44.3831393747045  -7.2378295  44.9360 /L   0.9122
 2019-Feb-21 06:09  m  19 13 19.09 -20 25 49.7 2.564937  0.397297 44.3831364717013  -7.2389492  44.9367 /L   0.9122
 2019-Feb-21 06:10  m  19 13 19.09 -20 25 49.7 2.564763  0.397259 44.3831335682500  -7.2400637  44.9374 /L   0.9123
 2019-Feb-21 06:11  m  19 13 19.10 -20 25 49.7 2.564588  0.397221 44.3831306643529  -7.2411727  44.9381 /L   0.9123
 2019-Feb-21 06:12  m  19 13 19.10 -20 25 49.7 2.564414  0.397183 44.3831277600120  -7.2422764  44.9388 /L   0.9123
 2019-Feb-21 06:13  m  19 13 19.10 -20 25 49.7 2.564238  0.397145 44.3831248552296  -7.2433747  44.9395 /L   0.9123
 2019-Feb-21 06:14  m  19 13 19.11 -20 25 49.6 2.564062  0.397108 44.3831219500078  -7.2444676  44.9402 /L   0.9123
 2019-Feb-21 06:15  m  19 13 19.11 -20 25 49.6 2.563886  0.397070 44.3831190443488  -7.2455551  44.9409 /L   0.9123
 2019-Feb-21 06:16  m  19 13 19.11 -20 25 49.6 2.563710  0.397034 44.3831161382547  -7.2466371  44.9416 /L   0.9123
 2019-Feb-21 06:17  m  19 13 19.12 -20 25 49.6 2.563533  0.396997 44.3831132317278  -7.2477137  44.9423 /L   0.9123
 2019-Feb-21 06:18  m  19 13 19.12 -20 25 49.6 2.563355  0.396960 44.3831103247702  -7.2487847  44.9430 /L   0.9123
 2019-Feb-21 06:19  m  19 13 19.12 -20 25 49.6 2.563177  0.396924 44.3831074173841  -7.2498504  44.9437 /L   0.9124
 2019-Feb-21 06:20  m  19 13 19.12 -20 25 49.6 2.562999  0.396888 44.3831045095718  -7.2509105  44.9444 /L   0.9124
