*******************************************************************************
Ephemeris / WWW_USER Wed Mar 27 21:57:37 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: SpaceX Roadster (spacecraft) (-143205) {source: tesla_s10}
Center body name: Earth (399)                     {source: DE431mx}
Center-site name: Green Bank (GBT)
*******************************************************************************
Start time      : A.D. 2019-Mar-28 15:00:00.0000 UT      
Stop  time      : A.D. 2019-Mar-29 03:00:00.0000 UT      
Step-size       : 1 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 280.160200,38.4330940,0.8760930 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 280.160200,5003.37558,3943.7589 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE431mx}
Rel. light bend : Sun, EARTH                      {source: DE431mx}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
RTS-only print  : NO       
EOP file        : eop.190327.p190618                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2019-MAR-27. PREDICTS-> 2019-JUN-17
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************************************************
 Date__(UT)__HR:MN     R.A._(ICRF/J2000.0)_DEC dRA*cosD d(DEC)/dt            delta      deldot    S-O-T /r    S-T-O
*******************************************************************************************************************
$$SOE
 2019-Mar-28 19:50 *   00 46 09.96 +05 32 52.5 99.79558  42.79709 2.39891917383670  -4.1416444   5.2258 /T   3.7033
 2019-Mar-28 19:51 *   00 46 10.07 +05 32 53.2 99.79754  42.79682 2.39891751293944  -4.1403706   5.2256 /T   3.7032
 2019-Mar-28 19:52 *   00 46 10.18 +05 32 53.9 99.79952  42.79655 2.39891585255234  -4.1391006   5.2254 /T   3.7031
 2019-Mar-28 19:53 *   00 46 10.29 +05 32 54.6 99.80150  42.79628 2.39891419267390  -4.1378342   5.2253 /T   3.7030
 2019-Mar-28 19:54 *   00 46 10.41 +05 32 55.4 99.80350  42.79600 2.39891253330264  -4.1365715   5.2251 /T   3.7029
 2019-Mar-28 19:55 *   00 46 10.52 +05 32 56.1 99.80551  42.79573 2.39891087443706  -4.1353126   5.2249 /T   3.7027
 2019-Mar-28 19:56 *   00 46 10.63 +05 32 56.8 99.80753  42.79546 2.39890921607566  -4.1340575   5.2247 /T   3.7026
 2019-Mar-28 19:57 *   00 46 10.74 +05 32 57.5 99.80957  42.79519 2.39890755821692  -4.1328061   5.2246 /T   3.7025
 2019-Mar-28 19:58 *   00 46 10.85 +05 32 58.2 99.81161  42.79492 2.39890590085932  -4.1315586   5.2244 /T   3.7024
 2019-Mar-28 19:59 *   00 46 10.96 +05 32 58.9 99.81367  42.79466 2.39890424400130  -4.1303149   5.2242 /T   3.7023
 2019-Mar-28 20:00 *   00 46 11.07 +05 32 59.6 99.81574  42.79439 2.39890258764133  -4.1290751   5.2240 /T   3.7022
 2019-Mar-28 20:01 *   00 46 11.19 +05 33 00.4 99.81782  42.79412 2.39890093177785  -4.1278392   5.2238 /T   3.7020
 2019-Mar-28 20:02 *   00 46 11.30 +05 33 01.1 99.81991  42.79386 2.39889927640928  -4.1266072   5.2237 /T   3.7019
 2019-Mar-28 20:03 *   00 46 11.41 +05 33 01.8 99.82202  42.79359 2.39889762153406  -4.1253792   5.2235 /T   3.7018
 2019-Mar-28 20:04 *   00 46 11.52 +05 33 02.5 99.82413  42.79333 2.39889596715059  -4.1241551   5.2233 /T   3.7017
 2019-Mar-28 20:05 *   00 46 11.63 +05 33 03.2 99.82626  42.79306 2.39889431325728  -4.1229351   5.2231 /T   3.7016
 2019-Mar-28 20:06 *   00 46 11.74 +05 33 03.9 99.82840  42.79280 2.39889265985251  -4.1217190   5.2230 /T   3.7014
 2019-Mar-28 20:07 *   00 46 11.85 +05 33 04.6 99.83056  42.79254 2.39889100693467  -4.1205070   5.2228 /T   3.7013
 2019-Mar-28 20:08 *   00 46 11.97 +05 33 05.4 99.83272  42.79228 2.39888935450213  -4.1192991   5.2226 /T   3.7012
 2019-Mar-28 20:09 *   00 46 12.08 +05 33 06.1 99.83489  42.79202 2.39888770255327  -4.1180952   5.2224 /T   3.7011
 2019-Mar-28 20:10 *   00 46 12.19 +05 33 06.8 99.83708  42.79176 2.39888605108642  -4.1168955   5.2223 /T   3.7010
 2019-Mar-28 20:11 *   00 46 12.30 +05 33 07.5 99.83928  42.79150 2.39888440009993  -4.1156999   5.2221 /T   3.7009
 2019-Mar-28 20:12 *   00 46 12.41 +05 33 08.2 99.84149  42.79124 2.39888274959213  -4.1145085   5.2219 /T   3.7007
 2019-Mar-28 20:13 *   00 46 12.52 +05 33 08.9 99.84371  42.79099 2.39888109956135  -4.1133213   5.2217 /T   3.7006
 2019-Mar-28 20:14 *   00 46 12.63 +05 33 09.6 99.84594  42.79073 2.39887945000591  -4.1121383   5.2215 /T   3.7005
 2019-Mar-28 20:15 *   00 46 12.75 +05 33 10.4 99.84819  42.79048 2.39887780092411  -4.1109595   5.2214 /T   3.7004
 2019-Mar-28 20:16 *   00 46 12.86 +05 33 11.1 99.85044  42.79022 2.39887615231424  -4.1097850   5.2212 /T   3.7003
 2019-Mar-28 20:17 *   00 46 12.97 +05 33 11.8 99.85271  42.78997 2.39887450417459  -4.1086148   5.2210 /T   3.7002
 2019-Mar-28 20:18 *   00 46 13.08 +05 33 12.5 99.85499  42.78972 2.39887285650343  -4.1074489   5.2208 /T   3.7000
 2019-Mar-28 20:19 *   00 46 13.19 +05 33 13.2 99.85728  42.78946 2.39887120929904  -4.1062873   5.2207 /T   3.6999
 2019-Mar-28 20:20 *   00 46 13.30 +05 33 13.9 99.85958  42.78921 2.39886956255967  -4.1051300   5.2205 /T   3.6998
 2019-Mar-28 20:21 *   00 46 13.41 +05 33 14.6 99.86189  42.78896 2.39886791628356  -4.1039772   5.2203 /T   3.6997
 2019-Mar-28 20:22 *   00 46 13.53 +05 33 15.3 99.86421  42.78871 2.39886627046897  -4.1028288   5.2201 /T   3.6996
 2019-Mar-28 20:23 *   00 46 13.64 +05 33 16.1 99.86654  42.78847 2.39886462511410  -4.1016848   5.2200 /T   3.6994
 2019-Mar-28 20:24 *   00 46 13.75 +05 33 16.8 99.86889  42.78822 2.39886298021719  -4.1005452   5.2198 /T   3.6993
 2019-Mar-28 20:25 *   00 46 13.86 +05 33 17.5 99.87124  42.78797 2.39886133577645  -4.0994101   5.2196 /T   3.6992
 2019-Mar-28 20:26 *   00 46 13.97 +05 33 18.2 99.87361  42.78773 2.39885969179008  -4.0982795   5.2194 /T   3.6991
 2019-Mar-28 20:27 *   00 46 14.08 +05 33 18.9 99.87599  42.78748 2.39885804825626  -4.0971534   5.2192 /T   3.6990
 2019-Mar-28 20:28 *   00 46 14.19 +05 33 19.6 99.87837  42.78724 2.39885640517319  -4.0960319   5.2191 /T   3.6989
 2019-Mar-28 20:29 *   00 46 14.31 +05 33 20.3 99.88077  42.78699 2.39885476253903  -4.0949149   5.2189 /T   3.6987
 2019-Mar-28 20:30 *   00 46 14.42 +05 33 21.1 99.88318  42.78675 2.39885312035196  -4.0938025   5.2187 /T   3.6986
 2019-Mar-28 20:31 *   00 46 14.53 +05 33 21.8 99.88560  42.78651 2.39885147861012  -4.0926948   5.2185 /T   3.6985
 2019-Mar-28 20:32 *   00 46 14.64 +05 33 22.5 99.88803  42.78627 2.39884983731166  -4.0915916   5.2184 /T   3.6984
 2019-Mar-28 20:33 *   00 46 14.75 +05 33 23.2 99.89047  42.78603 2.39884819645474  -4.0904931   5.2182 /T   3.6983
 2019-Mar-28 20:34 *   00 46 14.86 +05 33 23.9 99.89293  42.78579 2.39884655603745  -4.0893993   5.2180 /T   3.6982
 2019-Mar-28 20:35 *   00 46 14.97 +05 33 24.6 99.89539  42.78556 2.39884491605794  -4.0883102   5.2178 /T   3.6980
 2019-Mar-28 20:36 *   00 46 15.09 +05 33 25.3 99.89786  42.78532 2.39884327651431  -4.0872258   5.2176 /T   3.6979
 2019-Mar-28 20:37 *   00 46 15.20 +05 33 26.1 99.90035  42.78508 2.39884163740467  -4.0861462   5.2175 /T   3.6978
 2019-Mar-28 20:38 *   00 46 15.31 +05 33 26.8 99.90284  42.78485 2.39883999872710  -4.0850713   5.2173 /T   3.6977
 2019-Mar-28 20:39 *   00 46 15.42 +05 33 27.5 99.90535  42.78462 2.39883836047970  -4.0840012   5.2171 /T   3.6976
 2019-Mar-28 20:40 *   00 46 15.53 +05 33 28.2 99.90786  42.78438 2.39883672266053  -4.0829359   5.2169 /T   3.6974
 2019-Mar-28 20:41 *   00 46 15.64 +05 33 28.9 99.91038  42.78415 2.39883508526766  -4.0818754   5.2168 /T   3.6973
 2019-Mar-28 20:42 *   00 46 15.76 +05 33 29.6 99.91292  42.78392 2.39883344829917  -4.0808198   5.2166 /T   3.6972
 2019-Mar-28 20:43 *   00 46 15.87 +05 33 30.3 99.91547  42.78369 2.39883181175308  -4.0797691   5.2164 /T   3.6971
 2019-Mar-28 20:44 *   00 46 15.98 +05 33 31.1 99.91802  42.78346 2.39883017562745  -4.0787232   5.2162 /T   3.6970
 2019-Mar-28 20:45 *   00 46 16.09 +05 33 31.8 99.92059  42.78324 2.39882853992030  -4.0776823   5.2160 /T   3.6969
 2019-Mar-28 20:46 *   00 46 16.20 +05 33 32.5 99.92316  42.78301 2.39882690462968  -4.0766463   5.2159 /T   3.6967
 2019-Mar-28 20:47 *   00 46 16.31 +05 33 33.2 99.92575  42.78278 2.39882526975358  -4.0756153   5.2157 /T   3.6966
 2019-Mar-28 20:48 *   00 46 16.42 +05 33 33.9 99.92835  42.78256 2.39882363529001  -4.0745892   5.2155 /T   3.6965
 2019-Mar-28 20:49 *   00 46 16.54 +05 33 34.6 99.93095  42.78233 2.39882200123697  -4.0735682   5.2153 /T   3.6964
 2019-Mar-28 20:50 *   00 46 16.65 +05 33 35.3 99.93357  42.78211 2.39882036759246  -4.0725521   5.2152 /T   3.6963
 2019-Mar-28 20:51 *   00 46 16.76 +05 33 36.0 99.93619  42.78189 2.39881873435446  -4.0715411   5.2150 /T   3.6961
 2019-Mar-28 20:52 *   00 46 16.87 +05 33 36.8 99.93883  42.78167 2.39881710152094  -4.0705352   5.2148 /T   3.6960
 2019-Mar-28 20:53 *   00 46 16.98 +05 33 37.5 99.94147  42.78145 2.39881546908986  -4.0695344   5.2146 /T   3.6959
 2019-Mar-28 20:54 *   00 46 17.09 +05 33 38.2 99.94413  42.78123 2.39881383705920  -4.0685386   5.2145 /T   3.6958
 2019-Mar-28 20:55 *   00 46 17.21 +05 33 38.9 99.94679  42.78101 2.39881220542688  -4.0675480   5.2143 /T   3.6957
 2019-Mar-28 20:56 *   00 46 17.32 +05 33 39.6 99.94947  42.78080 2.39881057419087  -4.0665625   5.2141 /T   3.6956
 2019-Mar-28 20:57 *   00 46 17.43 +05 33 40.3 99.95215  42.78058 2.39880894334907  -4.0655822   5.2139 /T   3.6954
 2019-Mar-28 20:58 *   00 46 17.54 +05 33 41.0 99.95484  42.78037 2.39880731289944  -4.0646070   5.2137 /T   3.6953
 2019-Mar-28 20:59 *   00 46 17.65 +05 33 41.8 99.95755  42.78015 2.39880568283988  -4.0636371   5.2136 /T   3.6952
 2019-Mar-28 21:00 *   00 46 17.76 +05 33 42.5 99.96026  42.77994 2.39880405316829  -4.0626724   5.2134 /T   3.6951
 2019-Mar-28 21:01 *   00 46 17.87 +05 33 43.2 99.96298  42.77973 2.39880242388258  -4.0617129   5.2132 /T   3.6950
 2019-Mar-28 21:02 *   00 46 17.99 +05 33 43.9 99.96571  42.77952 2.39880079498065  -4.0607587   5.2130 /T   3.6949
 2019-Mar-28 21:03 *   00 46 18.10 +05 33 44.6 99.96845  42.77931 2.39879916646038  -4.0598098   5.2129 /T   3.6947
 2019-Mar-28 21:04 *   00 46 18.21 +05 33 45.3 99.97120  42.77910 2.39879753831965  -4.0588662   5.2127 /T   3.6946
 2019-Mar-28 21:05 *   00 46 18.32 +05 33 46.0 99.97396  42.77889 2.39879591055633  -4.0579279   5.2125 /T   3.6945
 2019-Mar-28 21:06 *   00 46 18.43 +05 33 46.8 99.97672  42.77869 2.39879428316828  -4.0569949   5.2123 /T   3.6944
 2019-Mar-28 21:07 *   00 46 18.54 +05 33 47.5 99.97950  42.77848 2.39879265615335  -4.0560673   5.2121 /T   3.6943
 2019-Mar-28 21:08 *   00 46 18.66 +05 33 48.2 99.98229  42.77828 2.39879102950939  -4.0551451   5.2120 /T   3.6941
 2019-Mar-28 21:09 *   00 46 18.77 +05 33 48.9 99.98508  42.77807 2.39878940323425  -4.0542282   5.2118 /T   3.6940
 2019-Mar-28 21:10 *   00 46 18.88 +05 33 49.6 99.98789  42.77787 2.39878777732575  -4.0533168   5.2116 /T   3.6939
 2019-Mar-28 21:11 *   00 46 18.99 +05 33 50.3 99.99070  42.77767 2.39878615178171  -4.0524108   5.2114 /T   3.6938
 2019-Mar-28 21:12 *   00 46 19.10 +05 33 51.0 99.99352  42.77747 2.39878452659996  -4.0515103   5.2112 /T   3.6937
 2019-Mar-28 21:13 *   00 46 19.21 +05 33 51.7 99.99635  42.77727 2.39878290177830  -4.0506152   5.2111 /T   3.6936
 2019-Mar-28 21:14 *   00 46 19.33 +05 33 52.5 99.99919  42.77708 2.39878127731454  -4.0497257   5.2109 /T   3.6934
 2019-Mar-28 21:15 *   00 46 19.44 +05 33 53.2 100.0020  42.77688 2.39877965320647  -4.0488416   5.2107 /T   3.6933
 2019-Mar-28 21:16 *   00 46 19.55 +05 33 53.9 100.0049  42.77669 2.39877802945187  -4.0479631   5.2105 /T   3.6932
 2019-Mar-28 21:17 *   00 46 19.66 +05 33 54.6 100.0078  42.77649 2.39877640604853  -4.0470901   5.2104 /T   3.6931
 2019-Mar-28 21:18 *   00 46 19.77 +05 33 55.3 100.0106  42.77630 2.39877478299422  -4.0462226   5.2102 /T   3.6930
 2019-Mar-28 21:19 *   00 46 19.88 +05 33 56.0 100.0135  42.77611 2.39877316028670  -4.0453608   5.2100 /T   3.6928
 2019-Mar-28 21:20 *   00 46 20.00 +05 33 56.7 100.0164  42.77592 2.39877153792374  -4.0445045   5.2098 /T   3.6927
 2019-Mar-28 21:21 *   00 46 20.11 +05 33 57.5 100.0193  42.77573 2.39876991590308  -4.0436539   5.2096 /T   3.6926
 2019-Mar-28 21:22 *   00 46 20.22 +05 33 58.2 100.0222  42.77554 2.39876829422248  -4.0428089   5.2095 /T   3.6925
 2019-Mar-28 21:23 *   00 46 20.33 +05 33 58.9 100.0251  42.77535 2.39876667287965  -4.0419695   5.2093 /T   3.6924
 2019-Mar-28 21:24 *   00 46 20.44 +05 33 59.6 100.0280  42.77516 2.39876505187235  -4.0411359   5.2091 /T   3.6923
 2019-Mar-28 21:25 *   00 46 20.55 +05 34 00.3 100.0310  42.77498 2.39876343119828  -4.0403079   5.2089 /T   3.6921
 2019-Mar-28 21:26 *   00 46 20.67 +05 34 01.0 100.0339  42.77479 2.39876181085517  -4.0394856   5.2088 /T   3.6920
 2019-Mar-28 21:27 *   00 46 20.78 +05 34 01.7 100.0369  42.77461 2.39876019084073  -4.0386690   5.2086 /T   3.6919
 2019-Mar-28 21:28 *   00 46 20.89 +05 34 02.5 100.0398  42.77443 2.39875857115266  -4.0378581   5.2084 /T   3.6918
 2019-Mar-28 21:29 *   00 46 21.00 +05 34 03.2 100.0428  42.77425 2.39875695178865  -4.0370530   5.2082 /T   3.6917
 2019-Mar-28 21:30 *   00 46 21.11 +05 34 03.9 100.0458  42.77407 2.39875533274639  -4.0362537   5.2080 /T   3.6915
 2019-Mar-28 21:31 *   00 46 21.22 +05 34 04.6 100.0487  42.77389 2.39875371402358  -4.0354602   5.2079 /T   3.6914
 2019-Mar-28 21:32 *   00 46 21.34 +05 34 05.3 100.0517  42.77372 2.39875209561788  -4.0346724   5.2077 /T   3.6913
 2019-Mar-28 21:33 *   00 46 21.45 +05 34 06.0 100.0547  42.77354 2.39875047752696  -4.0338905   5.2075 /T   3.6912
 2019-Mar-28 21:34 *   00 46 21.56 +05 34 06.7 100.0577  42.77337 2.39874885974848  -4.0331144   5.2073 /T   3.6911
 2019-Mar-28 21:35 *   00 46 21.67 +05 34 07.4 100.0607  42.77319 2.39874724228011  -4.0323442   5.2072 /T   3.6909
 2019-Mar-28 21:36 *   00 46 21.78 +05 34 08.2 100.0638  42.77302 2.39874562511949  -4.0315798   5.2070 /T   3.6908
 2019-Mar-28 21:37 *   00 46 21.89 +05 34 08.9 100.0668  42.77285 2.39874400826427  -4.0308214   5.2068 /T   3.6907
 2019-Mar-28 21:38 *   00 46 22.01 +05 34 09.6 100.0698  42.77268 2.39874239171208  -4.0300688   5.2066 /T   3.6906
 2019-Mar-28 21:39 *   00 46 22.12 +05 34 10.3 100.0729  42.77251 2.39874077546055  -4.0293221   5.2064 /T   3.6905
 2019-Mar-28 21:40 *   00 46 22.23 +05 34 11.0 100.0759  42.77234 2.39873915950731  -4.0285814   5.2063 /T   3.6904
 2019-Mar-28 21:41 *   00 46 22.34 +05 34 11.7 100.0790  42.77218 2.39873754384998  -4.0278466   5.2061 /T   3.6902
 2019-Mar-28 21:42 *   00 46 22.45 +05 34 12.4 100.0820  42.77201 2.39873592848617  -4.0271177   5.2059 /T   3.6901
 2019-Mar-28 21:43 *   00 46 22.56 +05 34 13.2 100.0851  42.77185 2.39873431341349  -4.0263949   5.2057 /T   3.6900
 2019-Mar-28 21:44 *   00 46 22.68 +05 34 13.9 100.0882  42.77168 2.39873269862954  -4.0256780   5.2055 /T   3.6899
 2019-Mar-28 21:45 *   00 46 22.79 +05 34 14.6 100.0912  42.77152 2.39873108413190  -4.0249672   5.2054 /T   3.6898
 2019-Mar-28 21:46 *   00 46 22.90 +05 34 15.3 100.0943  42.77136 2.39872946991818  -4.0242623   5.2052 /T   3.6896
 2019-Mar-28 21:47 *   00 46 23.01 +05 34 16.0 100.0974  42.77120 2.39872785598594  -4.0235635   5.2050 /T   3.6895
 2019-Mar-28 21:48 *   00 46 23.12 +05 34 16.7 100.1005  42.77105 2.39872624233277  -4.0228708   5.2048 /T   3.6894
 2019-Mar-28 21:49 *   00 46 23.23 +05 34 17.4 100.1037  42.77089 2.39872462895624  -4.0221841   5.2047 /T   3.6893
 2019-Mar-28 21:50 *   00 46 23.35 +05 34 18.1 100.1068  42.77073 2.39872301585391  -4.0215035   5.2045 /T   3.6892
 2019-Mar-28 21:51 *   00 46 23.46 +05 34 18.9 100.1099  42.77058 2.39872140302334  -4.0208290   5.2043 /T   3.6891
 2019-Mar-28 21:52 *   00 46 23.57 +05 34 19.6 100.1130  42.77043 2.39871979046209  -4.0201605   5.2041 /T   3.6889
 2019-Mar-28 21:53 *   00 46 23.68 +05 34 20.3 100.1162  42.77028 2.39871817816770  -4.0194983   5.2039 /T   3.6888
 2019-Mar-28 21:54 *   00 46 23.79 +05 34 21.0 100.1193  42.77013 2.39871656613771  -4.0188421   5.2038 /T   3.6887
 2019-Mar-28 21:55 *   00 46 23.90 +05 34 21.7 100.1225  42.76998 2.39871495436966  -4.0181921   5.2036 /T   3.6886
 2019-Mar-28 21:56 *   00 46 24.02 +05 34 22.4 100.1256  42.76983 2.39871334286109  -4.0175483   5.2034 /T   3.6885
 2019-Mar-28 21:57 *   00 46 24.13 +05 34 23.1 100.1288  42.76968 2.39871173160951  -4.0169106   5.2032 /T   3.6883
 2019-Mar-28 21:58 *   00 46 24.24 +05 34 23.9 100.1320  42.76954 2.39871012061244  -4.0162791   5.2030 /T   3.6882
 2019-Mar-28 21:59 *   00 46 24.35 +05 34 24.6 100.1351  42.76939 2.39870850986742  -4.0156539   5.2029 /T   3.6881
 2019-Mar-28 22:00 *   00 46 24.46 +05 34 25.3 100.1383  42.76925 2.39870689937192  -4.0150348   5.2027 /T   3.6880
 2019-Mar-28 22:01 *   00 46 24.58 +05 34 26.0 100.1415  42.76911 2.39870528912347  -4.0144220   5.2025 /T   3.6879
 2019-Mar-28 22:02 *   00 46 24.69 +05 34 26.7 100.1447  42.76897 2.39870367911957  -4.0138154   5.2023 /T   3.6877
 2019-Mar-28 22:03 *   00 46 24.80 +05 34 27.4 100.1479  42.76883 2.39870206935770  -4.0132151   5.2022 /T   3.6876
 2019-Mar-28 22:04 *   00 46 24.91 +05 34 28.1 100.1511  42.76869 2.39870045983535  -4.0126210   5.2020 /T   3.6875
 2019-Mar-28 22:05 *   00 46 25.02 +05 34 28.9 100.1543  42.76856 2.39869885055001  -4.0120333   5.2018 /T   3.6874
 2019-Mar-28 22:06 *   00 46 25.13 +05 34 29.6 100.1576  42.76842 2.39869724149916  -4.0114518   5.2016 /T   3.6873
 2019-Mar-28 22:07 *   00 46 25.25 +05 34 30.3 100.1608  42.76829 2.39869563268027  -4.0108766   5.2014 /T   3.6872
 2019-Mar-28 22:08 *   00 46 25.36 +05 34 31.0 100.1640  42.76815 2.39869402409081  -4.0103077   5.2013 /T   3.6870
 2019-Mar-28 22:09 *   00 46 25.47 +05 34 31.7 100.1673  42.76802 2.39869241572823  -4.0097452   5.2011 /T   3.6869
 2019-Mar-28 22:10 *   00 46 25.58 +05 34 32.4 100.1705  42.76789 2.39869080759001  -4.0091890   5.2009 /T   3.6868
 2019-Mar-28 22:11 *   00 46 25.69 +05 34 33.1 100.1738  42.76776 2.39868919967358  -4.0086392   5.2007 /T   3.6867
 2019-Mar-28 22:12 *   00 46 25.81 +05 34 33.8 100.1770  42.76764 2.39868759197641  -4.0080957   5.2005 /T   3.6866
 2019-Mar-28 22:13 *   00 46 25.92 +05 34 34.6 100.1803  42.76751 2.39868598449594  -4.0075587   5.2004 /T   3.6864
 2019-Mar-28 22:14 *   00 46 26.03 +05 34 35.3 100.1835  42.76738 2.39868437722960  -4.0070280   5.2002 /T   3.6863
 2019-Mar-28 22:15 *   00 46 26.14 +05 34 36.0 100.1868  42.76726 2.39868277017483  -4.0065037   5.2000 /T   3.6862
 2019-Mar-28 22:16 *   00 46 26.25 +05 34 36.7 100.1901  42.76714 2.39868116332905  -4.0059858   5.1998 /T   3.6861
 2019-Mar-28 22:17 *   00 46 26.36 +05 34 37.4 100.1934  42.76702 2.39867955668971  -4.0054743   5.1997 /T   3.6860
 2019-Mar-28 22:18 *   00 46 26.48 +05 34 38.1 100.1967  42.76690 2.39867795025422  -4.0049693   5.1995 /T   3.6858
 2019-Mar-28 22:19 *   00 46 26.59 +05 34 38.8 100.2000  42.76678 2.39867634401999  -4.0044707   5.1993 /T   3.6857
 2019-Mar-28 22:20 *   00 46 26.70 +05 34 39.6 100.2033  42.76666 2.39867473798444  -4.0039786   5.1991 /T   3.6856
 2019-Mar-28 22:21 *   00 46 26.81 +05 34 40.3 100.2066  42.76655 2.39867313214497  -4.0034930   5.1989 /T   3.6855
 2019-Mar-28 22:22 *   00 46 26.92 +05 34 41.0 100.2099  42.76643 2.39867152649900  -4.0030138   5.1988 /T   3.6854
 2019-Mar-28 22:23 *   00 46 27.04 +05 34 41.7 100.2132  42.76632 2.39866992104391  -4.0025411   5.1986 /T   3.6853
 2019-Mar-28 22:24 *   00 46 27.15 +05 34 42.4 100.2165  42.76621 2.39866831577711  -4.0020749   5.1984 /T   3.6851
 2019-Mar-28 22:25 *   00 46 27.26 +05 34 43.1 100.2198  42.76610 2.39866671069599  -4.0016152   5.1982 /T   3.6850
 2019-Mar-28 22:26 *   00 46 27.37 +05 34 43.8 100.2231  42.76599 2.39866510579793  -4.0011621   5.1980 /T   3.6849
 2019-Mar-28 22:27 *   00 46 27.48 +05 34 44.5 100.2265  42.76588 2.39866350108032  -4.0007154   5.1979 /T   3.6848
 2019-Mar-28 22:28 *   00 46 27.59 +05 34 45.3 100.2298  42.76577 2.39866189654054  -4.0002753   5.1977 /T   3.6847
 2019-Mar-28 22:29 *   00 46 27.71 +05 34 46.0 100.2332  42.76567 2.39866029217596  -3.9998418   5.1975 /T   3.6845
 2019-Mar-28 22:30 *   00 46 27.82 +05 34 46.7 100.2365  42.76557 2.39865868798395  -3.9994148   5.1973 /T   3.6844
 2019-Mar-28 22:31 *   00 46 27.93 +05 34 47.4 100.2399  42.76546 2.39865708396188  -3.9989944   5.1971 /T   3.6843
 2019-Mar-28 22:32 *   00 46 28.04 +05 34 48.1 100.2432  42.76536 2.39865548010713  -3.9985805   5.1970 /T   3.6842
 2019-Mar-28 22:33 *   00 46 28.15 +05 34 48.8 100.2466  42.76526 2.39865387641704  -3.9981733   5.1968 /T   3.6841
 2019-Mar-28 22:34 *   00 46 28.27 +05 34 49.5 100.2499  42.76516 2.39865227288897  -3.9977726   5.1966 /T   3.6839
 2019-Mar-28 22:35 *   00 46 28.38 +05 34 50.3 100.2533  42.76507 2.39865066952029  -3.9973786   5.1964 /T   3.6838
 2019-Mar-28 22:36 *   00 46 28.49 +05 34 51.0 100.2567  42.76497 2.39864906630832  -3.9969911   5.1962 /T   3.6837
 2019-Mar-28 22:37 *   00 46 28.60 +05 34 51.7 100.2601  42.76488 2.39864746325043  -3.9966103   5.1961 /T   3.6836
 2019-Mar-28 22:38 *   00 46 28.71 +05 34 52.4 100.2634  42.76478 2.39864586034396  -3.9962361   5.1959 /T   3.6835
 2019-Mar-28 22:39 *   00 46 28.83 +05 34 53.1 100.2668  42.76469 2.39864425758624  -3.9958685   5.1957 /T   3.6834
 2019-Mar-28 22:40 *   00 46 28.94 +05 34 53.8 100.2702  42.76460 2.39864265497461  -3.9955076   5.1955 /T   3.6832
 2019-Mar-28 22:41 *   00 46 29.05 +05 34 54.5 100.2736  42.76451 2.39864105250640  -3.9951533   5.1954 /T   3.6831
 2019-Mar-28 22:42 *   00 46 29.16 +05 34 55.2 100.2770  42.76442 2.39863945017895  -3.9948058   5.1952 /T   3.6830
 2019-Mar-28 22:43 *   00 46 29.27 +05 34 56.0 100.2804  42.76434 2.39863784798957  -3.9944648   5.1950 /T   3.6829
 2019-Mar-28 22:44 *   00 46 29.39 +05 34 56.7 100.2838  42.76425 2.39863624593558  -3.9941306   5.1948 /T   3.6828
 2019-Mar-28 22:45 *   00 46 29.50 +05 34 57.4 100.2872  42.76417 2.39863464401433  -3.9938030   5.1946 /T   3.6826
 2019-Mar-28 22:46 *   00 46 29.61 +05 34 58.1 100.2906  42.76409 2.39863304222311  -3.9934822   5.1945 /T   3.6825
 2019-Mar-28 22:47 *   00 46 29.72 +05 34 58.8 100.2940  42.76401 2.39863144055924  -3.9931680   5.1943 /T   3.6824
 2019-Mar-28 22:48 *   00 46 29.83 +05 34 59.5 100.2975  42.76393 2.39862983902003  -3.9928605   5.1941 /T   3.6823
 2019-Mar-28 22:49 *   00 46 29.95 +05 35 00.2 100.3009  42.76385 2.39862823760279  -3.9925598   5.1939 /T   3.6822
 2019-Mar-28 22:50 *   00 46 30.06 +05 35 01.0 100.3043  42.76377 2.39862663630483  -3.9922658   5.1937 /T   3.6820
 2019-Mar-28 22:51 *   00 46 30.17 +05 35 01.7 100.3077  42.76370 2.39862503512344  -3.9919785   5.1936 /T   3.6819
 2019-Mar-28 22:52 *   00 46 30.28 +05 35 02.4 100.3112  42.76362 2.39862343405592  -3.9916980   5.1934 /T   3.6818
